activity_id,deal_id,activity_type,activity_date,duration_minutes,outcome,notes
ACT_04938,DEAL_0693,Meeting,2025-05-21,90,Neutral,Place option author easy despite when plant.
ACT_04939,DEAL_0693,Email,2026-03-06,30,No Response,Area scene box sister production keep.
ACT_04940,DEAL_0693,Meeting,2026-01-09,30,No Response,Fight visit lay thought hear cause unit.
ACT_04941,DEAL_0693,Email,2025-05-30,30,Neutral,Any back resource bring himself born health.
ACT_04942,DEAL_0693,Demo,2025-05-28,30,Positive,Hear catch long fight natural knowledge.
ACT_04943,DEAL_0693,Follow-up,2025-05-02,30,No Response,Standard television woman almost.
ACT_04944,DEAL_0693,Meeting,2025-04-23,45,Neutral,Exactly international field manager quality career action industry.
ACT_04945,DEAL_0693,Email,2025-12-22,45,No Response,Reality science personal out.
ACT_04946,DEAL_0693,Demo,2025-07-23,15,Neutral,Light financial step agency break generation structure.
ACT_04947,DEAL_0694,Demo,2025-12-19,15,Positive,Enter local prepare else society somebody key.
ACT_04948,DEAL_0694,Meeting,2025-11-17,30,Neutral,Yes customer parent even clearly some.
ACT_04949,DEAL_0695,Email,2026-03-13,30,Neutral,Add contain a yeah reason dog.
ACT_04950,DEAL_0695,Demo,2025-11-20,30,Positive,Special on stay.
ACT_04951,DEAL_0695,Follow-up,2026-02-06,90,Neutral,Follow research tree analysis.
ACT_04952,DEAL_0695,Email,2026-03-05,45,Positive,Century benefit time shake although section site.
ACT_04953,DEAL_0695,Proposal Sent,2025-10-23,90,No Response,Stock free research choice international.
ACT_04954,DEAL_0695,Follow-up,2025-11-12,15,Negative,Sound treatment enjoy per.
ACT_04955,DEAL_0695,Proposal Sent,2026-02-07,15,No Response,Develop lawyer class.
ACT_04956,DEAL_0695,Email,2026-02-14,15,No Response,Point ground carry thank focus.
ACT_04957,DEAL_0695,Call,2025-10-30,90,Negative,Form responsibility past speak join.
ACT_04958,DEAL_0695,Meeting,2025-11-05,90,Positive,While player democratic concern best just court record.
ACT_04959,DEAL_0696,Meeting,2025-12-09,90,No Response,Must food small may serve.
ACT_04960,DEAL_0696,Follow-up,2025-09-28,60,Neutral,Machine news draw talk.
ACT_04961,DEAL_0696,Follow-up,2026-01-14,15,No Response,Many spend hour many follow wide past.
ACT_04962,DEAL_0696,Proposal Sent,2026-02-18,90,Positive,Laugh sing choice ground itself practice.
ACT_04963,DEAL_0696,Follow-up,2025-12-08,15,Negative,Modern have sing party born.
ACT_04964,DEAL_0696,Call,2025-12-27,60,Neutral,Bag interesting third book.
ACT_04965,DEAL_0696,Email,2025-11-25,90,No Response,Concern star price three personal cost trip.
ACT_04966,DEAL_0696,Proposal Sent,2026-02-01,30,No Response,Popular suggest since young time.
ACT_04967,DEAL_0696,Call,2026-01-16,90,Negative,Join figure store.
ACT_04968,DEAL_0696,Meeting,2026-03-08,45,Positive,Store build however.
ACT_04969,DEAL_0696,Follow-up,2025-11-30,15,Neutral,Enter whether study cause final local.
ACT_04970,DEAL_0697,Follow-up,2026-02-25,60,Neutral,Still good capital hundred.
ACT_04971,DEAL_0697,Email,2026-02-26,15,Neutral,Strong foot let former act minute skill out.
ACT_04972,DEAL_0697,Proposal Sent,2026-03-01,30,Negative,Great attack idea I child however.
ACT_04973,DEAL_0697,Proposal Sent,2026-02-28,30,Neutral,Strong again newspaper clear I various.
ACT_04974,DEAL_0698,Follow-up,2025-03-14,30,Positive,Back cold strong matter ago.
ACT_04975,DEAL_0698,Meeting,2025-02-27,15,Negative,Owner green factor size recognize.
ACT_04976,DEAL_0698,Meeting,2025-04-17,60,Negative,Fear military clearly reality option.
ACT_04977,DEAL_0698,Follow-up,2025-09-05,30,Neutral,Allow particular high little than.
ACT_04978,DEAL_0699,Follow-up,2025-08-20,15,Positive,Few sea green against response.
ACT_04979,DEAL_0699,Demo,2025-08-03,45,Neutral,Example son participant maybe hospital.
ACT_04980,DEAL_0699,Follow-up,2025-12-27,15,Neutral,Weight her read away cell herself too ask.
ACT_04981,DEAL_0699,Follow-up,2025-04-15,15,Neutral,How street dog rock number stand protect popular.
ACT_04982,DEAL_0699,Email,2026-02-11,30,Positive,Indicate listen morning.
ACT_04983,DEAL_0699,Meeting,2026-02-02,30,Neutral,Better important until simply deal piece.
ACT_04984,DEAL_0699,Call,2025-07-04,30,No Response,Quickly total across let challenge future.
ACT_04985,DEAL_0699,Demo,2026-02-16,45,Neutral,Institution yeah control rule hard once.
ACT_04986,DEAL_0699,Follow-up,2025-04-29,15,Neutral,Card better grow serious campaign full expect.
ACT_04987,DEAL_0699,Meeting,2025-06-05,30,Positive,Response close sit since really pull view.
ACT_04988,DEAL_0700,Proposal Sent,2024-04-29,15,No Response,Age past worry news development major check.
ACT_04989,DEAL_0700,Meeting,2025-11-19,15,No Response,Trial several red.
ACT_04990,DEAL_0700,Meeting,2025-06-21,60,Neutral,Tv person system good south floor we.
ACT_04991,DEAL_0700,Email,2024-12-27,15,Negative,Camera piece point small consider hair.
ACT_04992,DEAL_0701,Call,2025-11-12,60,No Response,Artist father place thank employee business fact nothing.
ACT_04993,DEAL_0701,Demo,2025-06-23,45,No Response,Above ball receive case book crime I.
ACT_04994,DEAL_0701,Proposal Sent,2026-02-22,15,Neutral,Call want doctor city election.
ACT_04995,DEAL_0701,Call,2025-12-05,15,Positive,Grow popular rest he radio if think.
ACT_04996,DEAL_0701,Follow-up,2026-02-26,30,Positive,Reduce strategy describe pattern cut civil.
ACT_04997,DEAL_0701,Demo,2025-12-20,15,No Response,Trade college generation large.
ACT_04998,DEAL_0701,Meeting,2025-09-02,60,Positive,Special sell fill rock raise leave new.
ACT_04999,DEAL_0701,Call,2026-01-04,90,Neutral,Experience second always stock.
ACT_05000,DEAL_0701,Email,2025-09-16,15,Negative,Again stand dream benefit pretty.
ACT_05001,DEAL_0701,Call,2025-09-28,90,Negative,Level personal thus arrive available.
ACT_05002,DEAL_0701,Email,2026-01-23,90,No Response,Family first gas.
ACT_05003,DEAL_0702,Call,2026-02-04,30,Positive,Form others personal present seem former world condition.
ACT_05004,DEAL_0702,Call,2026-03-12,15,No Response,Baby rest bit car possible south.
ACT_05005,DEAL_0702,Demo,2026-02-06,15,Positive,Paper identify rule put everyone information simply provide.
ACT_05006,DEAL_0702,Meeting,2026-02-12,60,Negative,Leg blue onto adult yeah tough.
ACT_05007,DEAL_0702,Demo,2026-03-05,60,No Response,Rise interesting difference physical.
ACT_05008,DEAL_0702,Email,2026-02-08,60,Neutral,Upon into single car able compare simply.
ACT_05009,DEAL_0702,Follow-up,2026-02-04,60,Neutral,Another peace night institution.
ACT_05010,DEAL_0702,Email,2026-02-01,90,No Response,Yet alone smile own nature church spring cause.
ACT_05011,DEAL_0703,Meeting,2026-01-16,15,Negative,Base fill weight miss serve should agree contain.
ACT_05012,DEAL_0703,Proposal Sent,2026-03-01,45,Negative,Wish go ground would worker former same.
ACT_05013,DEAL_0703,Meeting,2026-02-03,15,No Response,Summer election on avoid later.
ACT_05014,DEAL_0703,Demo,2026-01-27,60,Neutral,However number pass nature light.
ACT_05015,DEAL_0703,Follow-up,2026-01-16,45,Neutral,Contain technology suggest million buy.
ACT_05016,DEAL_0703,Follow-up,2026-03-12,30,No Response,Million take bar.
ACT_05017,DEAL_0703,Meeting,2026-02-04,15,Negative,Growth rise tonight assume.
ACT_05018,DEAL_0704,Proposal Sent,2026-01-25,60,Neutral,Protect author our no.
ACT_05019,DEAL_0704,Demo,2025-09-02,30,Neutral,Them challenge while rather party serve.
ACT_05020,DEAL_0704,Call,2025-06-27,60,Neutral,Where research rather your eat easy suffer show.
ACT_05021,DEAL_0704,Demo,2026-03-01,15,Positive,Carry nor media base.
ACT_05022,DEAL_0704,Meeting,2025-08-24,30,Negative,Manage pattern base involve turn exactly especially.
ACT_05023,DEAL_0704,Call,2025-05-15,60,Neutral,Two compare suffer account young defense.
ACT_05024,DEAL_0704,Follow-up,2025-10-15,45,Negative,Present house operation message my.
ACT_05025,DEAL_0704,Meeting,2025-07-24,30,Positive,If occur available way different hour.
ACT_05026,DEAL_0704,Follow-up,2025-06-04,90,Positive,Customer benefit mention million pay international.
ACT_05027,DEAL_0704,Proposal Sent,2026-01-16,60,Positive,Onto bank land general bit against.
ACT_05028,DEAL_0704,Follow-up,2026-01-04,90,No Response,Throughout either me region until former group.
ACT_05029,DEAL_0704,Call,2025-09-21,30,Negative,Of everything believe blue.
ACT_05030,DEAL_0705,Follow-up,2024-08-23,90,No Response,Myself perform so nearly side.
ACT_05031,DEAL_0705,Meeting,2025-02-08,30,Neutral,Fly well when range star able build hand.
ACT_05032,DEAL_0705,Proposal Sent,2024-12-23,45,Neutral,Anyone garden great campaign receive.
ACT_05033,DEAL_0706,Follow-up,2025-07-09,45,No Response,Trip station always record career tree.
ACT_05034,DEAL_0706,Call,2025-10-06,45,Positive,Develop yeah resource resource herself.
ACT_05035,DEAL_0706,Meeting,2026-02-10,90,Neutral,Similar final pay computer.
ACT_05036,DEAL_0706,Call,2025-08-16,30,Negative,This how road agreement feel school.
ACT_05037,DEAL_0707,Email,2025-10-19,30,Positive,Light forward probably strong.
ACT_05038,DEAL_0707,Email,2025-12-16,45,No Response,Image have full final.
ACT_05039,DEAL_0707,Demo,2025-12-15,15,Negative,Add today hotel evening century enter take.
ACT_05040,DEAL_0707,Follow-up,2025-10-13,45,Negative,Character hard across he amount language power community.
ACT_05041,DEAL_0707,Demo,2025-12-25,60,Negative,Land city recognize.
ACT_05042,DEAL_0708,Meeting,2026-01-05,60,No Response,Senior charge series again view significant television.
ACT_05043,DEAL_0708,Proposal Sent,2025-06-24,45,Negative,Gun old issue sea determine data.
ACT_05044,DEAL_0708,Call,2025-10-23,45,Neutral,Life million company begin write really.
ACT_05045,DEAL_0708,Demo,2025-07-09,45,No Response,Chance discussion former guess.
ACT_05046,DEAL_0708,Meeting,2025-07-25,60,No Response,Do door something skin hospital.
ACT_05047,DEAL_0708,Follow-up,2026-01-22,90,No Response,Task natural occur one involve.
ACT_05048,DEAL_0708,Email,2025-09-09,60,Neutral,Speech right believe parent skin return.
ACT_05049,DEAL_0708,Meeting,2025-05-28,30,Positive,Gas can her necessary picture pick kitchen.
ACT_05050,DEAL_0708,Call,2025-04-22,45,Negative,Baby between middle work exactly.
ACT_05051,DEAL_0709,Email,2025-07-27,90,Positive,Serve international the.
ACT_05052,DEAL_0709,Proposal Sent,2026-03-09,45,Negative,Plant because marriage recent.
ACT_05053,DEAL_0709,Proposal Sent,2024-11-07,15,Negative,Near focus see garden.
ACT_05054,DEAL_0709,Call,2025-06-15,60,Neutral,Reach take nearly close remember since way listen.
ACT_05055,DEAL_0709,Meeting,2025-02-08,45,No Response,Lay general strategy green bed alone almost per.
ACT_05056,DEAL_0709,Demo,2024-10-14,45,No Response,Side power strong experience fight against outside share.
ACT_05057,DEAL_0709,Call,2025-03-27,15,Neutral,Low although week themselves result.
ACT_05058,DEAL_0710,Demo,2026-02-13,45,Neutral,Production phone party challenge town however.
ACT_05059,DEAL_0710,Call,2025-12-06,45,Positive,Out single whom size total attack.
ACT_05060,DEAL_0711,Call,2026-02-17,60,Positive,Serious there whom school.
ACT_05061,DEAL_0711,Meeting,2025-04-28,15,Negative,Four who vote help history.
ACT_05062,DEAL_0711,Follow-up,2024-12-15,90,Neutral,Cold actually man three deep hospital without.
ACT_05063,DEAL_0711,Call,2024-12-04,30,No Response,Former word new shoulder will.
ACT_05064,DEAL_0711,Email,2025-12-31,45,Negative,Discuss instead avoid step question provide.
ACT_05065,DEAL_0711,Meeting,2024-09-21,30,Positive,Why significant throughout.
ACT_05066,DEAL_0712,Proposal Sent,2025-11-06,60,Neutral,Laugh fly view specific father.
ACT_05067,DEAL_0712,Follow-up,2025-12-07,60,Neutral,College hotel professor walk upon.
ACT_05068,DEAL_0712,Email,2026-03-07,15,Positive,Itself down act.
ACT_05069,DEAL_0712,Proposal Sent,2025-12-08,15,No Response,Realize parent tend save special.
ACT_05070,DEAL_0712,Proposal Sent,2025-10-31,45,Neutral,Body beautiful when present.
ACT_05071,DEAL_0712,Call,2025-11-24,15,Positive,Would character standard month born space language.
ACT_05072,DEAL_0712,Meeting,2026-01-29,90,No Response,Technology management attention shake away occur administration.
ACT_05073,DEAL_0712,Email,2025-11-20,90,Negative,Evening specific drop.
ACT_05074,DEAL_0712,Meeting,2025-10-24,30,Neutral,Field enter big assume again church.
ACT_05075,DEAL_0713,Follow-up,2026-03-05,45,Neutral,Son election many eye.
ACT_05076,DEAL_0713,Demo,2026-01-14,90,No Response,Coach simply send perform by fill.
ACT_05077,DEAL_0713,Meeting,2026-01-05,45,No Response,Beautiful member read build prove know couple.
ACT_05078,DEAL_0713,Email,2026-01-29,15,No Response,Successful industry else trip.
ACT_05079,DEAL_0713,Call,2026-01-02,30,Positive,Cost appear gas no couple own various.
ACT_05080,DEAL_0713,Follow-up,2026-02-14,90,No Response,Message threat money subject.
ACT_05081,DEAL_0713,Meeting,2026-02-09,30,Neutral,Whole miss create.
ACT_05082,DEAL_0714,Demo,2025-12-04,60,Neutral,Friend woman somebody herself.
ACT_05083,DEAL_0714,Proposal Sent,2025-12-14,60,No Response,Miss home bag loss safe plan.
ACT_05084,DEAL_0714,Follow-up,2026-01-27,45,No Response,Action stand public available animal.
ACT_05085,DEAL_0714,Call,2026-01-18,30,No Response,Yeah rest light fly science program hear.
ACT_05086,DEAL_0714,Email,2025-12-10,15,Negative,After successful difference actually.
ACT_05087,DEAL_0714,Email,2026-02-28,15,Negative,White deep class reach.
ACT_05088,DEAL_0714,Call,2026-01-27,60,Positive,Anyone gun reach such fine happy.
ACT_05089,DEAL_0714,Email,2025-12-25,45,Negative,Save adult everybody try dog staff continue.
ACT_05090,DEAL_0714,Follow-up,2026-01-14,90,Positive,Truth agent test.
ACT_05091,DEAL_0715,Email,2024-10-03,30,No Response,Identify kind reduce large deal daughter.
ACT_05092,DEAL_0715,Follow-up,2025-05-05,30,Neutral,Win the approach entire bed still.
ACT_05093,DEAL_0716,Meeting,2025-05-31,30,Negative,For sometimes happen seek law step thing.
ACT_05094,DEAL_0716,Demo,2025-02-26,30,Positive,Likely debate room benefit few.
ACT_05095,DEAL_0716,Demo,2025-01-21,15,Negative,Head growth Mrs child lay.
ACT_05096,DEAL_0717,Proposal Sent,2026-01-11,15,Neutral,Organization accept human may name.
ACT_05097,DEAL_0717,Demo,2026-02-05,90,Positive,People evening give against general particularly.
ACT_05098,DEAL_0717,Demo,2026-01-06,30,Positive,Deal that chance glass purpose behavior.
ACT_05099,DEAL_0717,Call,2026-01-23,15,Neutral,Difficult exist notice go money.
ACT_05100,DEAL_0717,Demo,2026-01-23,90,Negative,Before since prepare example.
ACT_05101,DEAL_0718,Follow-up,2025-11-02,30,No Response,Tough claim serious million evening newspaper.
ACT_05102,DEAL_0718,Call,2025-07-17,15,Neutral,Sound month recognize bring to.
ACT_05103,DEAL_0718,Proposal Sent,2025-08-14,60,Neutral,Tax image hear something skin speech build.
ACT_05104,DEAL_0718,Meeting,2025-11-10,30,Negative,Big poor technology party production.
ACT_05105,DEAL_0718,Proposal Sent,2025-06-06,45,Neutral,Adult deep use strategy product writer former.
ACT_05106,DEAL_0718,Call,2026-01-12,30,Neutral,Task drop of outside other wear design over.
ACT_05107,DEAL_0718,Call,2026-03-11,60,Neutral,Rock rather process analysis.
ACT_05108,DEAL_0719,Call,2024-08-19,90,Neutral,Clear law them.
ACT_05109,DEAL_0719,Email,2024-10-05,45,Negative,Listen defense may manager performance me finally hear.
ACT_05110,DEAL_0719,Demo,2025-03-25,30,Negative,Including huge method health.
ACT_05111,DEAL_0719,Call,2024-07-26,30,Neutral,Animal seek believe onto Mrs.
ACT_05112,DEAL_0719,Demo,2024-08-10,60,Positive,Plan learn with form.
ACT_05113,DEAL_0719,Proposal Sent,2025-07-26,45,Positive,Each others purpose forget popular.
ACT_05114,DEAL_0719,Demo,2025-11-30,60,Positive,How Mrs laugh.
ACT_05115,DEAL_0719,Email,2025-08-12,90,No Response,Too anyone list suddenly.
ACT_05116,DEAL_0719,Email,2025-10-20,90,Neutral,They more too executive quality describe according.
ACT_05117,DEAL_0719,Demo,2025-09-11,90,No Response,May catch wish allow trip must television arm.
ACT_05118,DEAL_0719,Email,2025-05-06,90,Neutral,Attorney affect once control environment never suffer minute.
ACT_05119,DEAL_0720,Demo,2025-04-19,15,Positive,When technology audience.
ACT_05120,DEAL_0720,Email,2025-12-07,60,Positive,New level next cup none.
ACT_05121,DEAL_0720,Call,2025-06-10,60,Positive,Put evening activity themselves executive federal concern away.
ACT_05122,DEAL_0720,Meeting,2025-04-26,90,Neutral,Low environment national talk recently with.
ACT_05123,DEAL_0720,Proposal Sent,2025-10-13,90,Neutral,People surface friend.
ACT_05124,DEAL_0721,Demo,2026-01-27,60,Negative,Reflect interesting agency a American Mr.
ACT_05125,DEAL_0721,Proposal Sent,2026-01-02,45,No Response,Team bar shoulder left clearly side gun.
ACT_05126,DEAL_0721,Demo,2026-01-10,30,Negative,Institution nearly later rest.
ACT_05127,DEAL_0722,Meeting,2025-09-24,30,Neutral,Floor short number behind her.
ACT_05128,DEAL_0722,Call,2025-07-16,30,Neutral,Southern bag anyone record tell.
ACT_05129,DEAL_0722,Call,2025-05-28,30,Positive,Want into nation save industry final.
ACT_05130,DEAL_0722,Follow-up,2025-10-29,15,Negative,Character beyond address meeting.
ACT_05131,DEAL_0722,Meeting,2025-06-29,30,Negative,Include loss house range source rich with.
ACT_05132,DEAL_0722,Proposal Sent,2025-05-22,90,Neutral,Skin civil green political section.
ACT_05133,DEAL_0722,Follow-up,2025-09-25,30,Neutral,Congress environment past material.
ACT_05134,DEAL_0722,Follow-up,2025-06-27,45,No Response,Expert nature serve wonder.
ACT_05135,DEAL_0722,Email,2025-07-02,60,Neutral,Process read establish staff against.
ACT_05136,DEAL_0723,Meeting,2024-11-04,30,Negative,Girl nothing public cell.
ACT_05137,DEAL_0723,Follow-up,2024-08-10,15,No Response,Return open again factor body gas structure.
ACT_05138,DEAL_0723,Call,2024-08-22,60,Neutral,Capital last again.
ACT_05139,DEAL_0723,Email,2025-07-28,15,Positive,Attention why surface arrive.
ACT_05140,DEAL_0723,Meeting,2025-07-07,60,No Response,Laugh partner himself line born.
ACT_05141,DEAL_0723,Meeting,2025-01-16,15,Neutral,Dark believe out serve.
ACT_05142,DEAL_0723,Email,2025-07-23,60,Negative,Off say fact tax example opportunity find.
ACT_05143,DEAL_0723,Call,2025-07-22,90,Negative,Next feeling important why.
ACT_05144,DEAL_0723,Email,2025-04-14,90,Negative,Hard until offer beyond so.
ACT_05145,DEAL_0723,Call,2026-01-18,15,Positive,Hear real thousand leader relate artist improve.
ACT_05146,DEAL_0723,Call,2025-10-04,60,Neutral,Strategy property stage many state require nearly.
ACT_05147,DEAL_0724,Follow-up,2026-02-25,15,Negative,Line rich sometimes.
ACT_05148,DEAL_0724,Follow-up,2026-02-21,60,Neutral,Interest most ball himself it management.
ACT_05149,DEAL_0724,Proposal Sent,2026-02-21,60,Negative,Seek lawyer support science.
ACT_05150,DEAL_0724,Demo,2026-03-02,15,Negative,White Democrat hold.
ACT_05151,DEAL_0724,Follow-up,2026-02-25,45,No Response,Environmental or speech natural attack.
ACT_05152,DEAL_0724,Email,2026-03-10,45,Negative,East attention clear party they manage.
ACT_05153,DEAL_0724,Meeting,2026-03-10,90,Positive,Paper high for kitchen.
ACT_05154,DEAL_0724,Call,2026-03-12,15,Negative,Fine run spend least should.
ACT_05155,DEAL_0725,Demo,2025-05-08,45,Positive,Near reduce up car black state.
ACT_05156,DEAL_0725,Email,2025-02-04,90,Negative,Happy single news ball.
ACT_05157,DEAL_0725,Meeting,2025-09-30,60,Negative,Book enough police hard people.
ACT_05158,DEAL_0726,Proposal Sent,2025-09-21,15,No Response,Ball eye season but offer beautiful computer.
ACT_05159,DEAL_0726,Proposal Sent,2026-02-24,30,Negative,Focus although let individual garden important.
ACT_05160,DEAL_0727,Proposal Sent,2026-02-23,60,Negative,Staff act animal quickly own ready on goal.
ACT_05161,DEAL_0727,Call,2026-02-15,15,No Response,Few party card between detail beyond fact far.
ACT_05162,DEAL_0727,Email,2026-01-26,30,Positive,Must see more under.
ACT_05163,DEAL_0727,Meeting,2026-01-09,30,No Response,Man story decide.
ACT_05164,DEAL_0727,Call,2026-02-24,15,Positive,Fill administration trial citizen nation police night.
ACT_05165,DEAL_0727,Proposal Sent,2026-01-09,60,Positive,Though only anyone player election vote American nearly.
ACT_05166,DEAL_0727,Call,2026-03-11,15,Neutral,North structure threat.
ACT_05167,DEAL_0727,Meeting,2026-03-02,15,Neutral,Here but direction reflect later outside million.
ACT_05168,DEAL_0727,Proposal Sent,2026-01-21,30,No Response,Step manage option hair suffer the especially.
ACT_05169,DEAL_0728,Demo,2025-09-30,60,No Response,Rest energy herself fall mission address away thing.
ACT_05170,DEAL_0728,Demo,2026-01-21,15,No Response,Notice piece outside three.
ACT_05171,DEAL_0728,Call,2025-11-08,15,Neutral,Industry suddenly meeting pressure teach usually.
ACT_05172,DEAL_0728,Demo,2025-10-05,60,No Response,Work stop front according build fund more.
ACT_05173,DEAL_0728,Call,2025-02-15,15,Neutral,Gas someone affect finally.
ACT_05174,DEAL_0728,Call,2026-02-08,60,No Response,Crime concern anything.
ACT_05175,DEAL_0728,Follow-up,2025-08-25,15,No Response,Chance herself expect off to either enough.
ACT_05176,DEAL_0728,Meeting,2025-05-18,90,No Response,Time know fear avoid language fish Republican country.
ACT_05177,DEAL_0728,Follow-up,2025-12-20,90,No Response,Live black lay husband.
ACT_05178,DEAL_0728,Meeting,2025-08-14,30,Neutral,Analysis threat machine he break return one PM.
ACT_05179,DEAL_0728,Follow-up,2025-03-31,90,Negative,Collection president produce improve.
ACT_05180,DEAL_0729,Email,2025-02-26,90,Positive,Month education skill activity.
ACT_05181,DEAL_0729,Follow-up,2025-09-15,60,Negative,Walk area call forget.
ACT_05182,DEAL_0729,Meeting,2025-12-04,30,Positive,Second board smile drug.
ACT_05183,DEAL_0729,Proposal Sent,2025-02-04,90,Negative,Military young also wait executive security money.
ACT_05184,DEAL_0729,Call,2025-02-24,30,Positive,Who resource study country year.
ACT_05185,DEAL_0730,Email,2025-12-10,30,Positive,Story experience serious east once year.
ACT_05186,DEAL_0730,Proposal Sent,2025-12-13,15,Negative,Talk short peace role sense environmental hospital sell.
ACT_05187,DEAL_0730,Email,2026-02-03,45,No Response,Mr position get low add political concern.
ACT_05188,DEAL_0730,Demo,2026-03-13,45,Negative,Study common put in.
ACT_05189,DEAL_0731,Follow-up,2026-01-28,60,Negative,Young professional rise no recognize list eat low.
ACT_05190,DEAL_0731,Demo,2026-01-25,15,Positive,Five government why live especially force but.
ACT_05191,DEAL_0731,Email,2026-01-22,30,No Response,Kid though home report better onto letter song.
ACT_05192,DEAL_0731,Proposal Sent,2025-12-28,60,No Response,Sign sister wife of.
ACT_05193,DEAL_0731,Meeting,2026-01-06,45,No Response,Article focus soon road picture quickly man.
ACT_05194,DEAL_0731,Demo,2026-01-25,60,Negative,Student trade car economy of boy even.
ACT_05195,DEAL_0731,Proposal Sent,2026-01-10,60,No Response,Attorney song finish political.
ACT_05196,DEAL_0731,Meeting,2026-03-01,15,No Response,Deep will nor case.
ACT_05197,DEAL_0731,Call,2026-01-07,60,Negative,Half tree organization dinner near impact right either.
ACT_05198,DEAL_0731,Demo,2026-01-06,15,Negative,Somebody campaign activity do cell.
ACT_05199,DEAL_0731,Meeting,2026-02-18,15,Positive,Crime everyone detail against common last.
ACT_05200,DEAL_0732,Call,2025-10-16,45,Negative,Throughout difficult about security article new.
ACT_05201,DEAL_0732,Follow-up,2025-11-09,30,No Response,Money garden religious speech window great area.
ACT_05202,DEAL_0732,Call,2025-03-07,15,No Response,If safe feel ready themselves hour.
ACT_05203,DEAL_0732,Meeting,2025-12-25,90,No Response,With floor save section military opportunity.
ACT_05204,DEAL_0732,Proposal Sent,2025-09-17,30,No Response,Other crime serious history focus hear just since.
ACT_05205,DEAL_0732,Demo,2025-08-23,15,Positive,The thank green image.
ACT_05206,DEAL_0732,Follow-up,2025-11-13,90,Negative,Exactly way so.
ACT_05207,DEAL_0732,Call,2025-04-24,90,No Response,Again election real.
ACT_05208,DEAL_0733,Meeting,2025-04-16,30,Positive,Hospital guess thing result kind current current.
ACT_05209,DEAL_0733,Follow-up,2025-01-27,45,No Response,Heavy theory happy which medical.
ACT_05210,DEAL_0733,Follow-up,2025-04-12,15,Neutral,During follow everything tax.
ACT_05211,DEAL_0733,Meeting,2025-12-06,45,Positive,Example down have catch result would exist.
ACT_05212,DEAL_0733,Call,2024-05-11,90,Neutral,Perform anything all teach point.
ACT_05213,DEAL_0734,Demo,2025-11-20,30,No Response,Painting approach office international.
ACT_05214,DEAL_0734,Meeting,2026-02-26,30,Positive,Themselves seven property often man loss.
ACT_05215,DEAL_0734,Meeting,2025-11-03,90,Negative,You meet safe his study foot color.
ACT_05216,DEAL_0734,Proposal Sent,2025-08-30,90,Negative,Anything market think yourself boy both.
ACT_05217,DEAL_0734,Proposal Sent,2025-08-13,60,Negative,Player without decade television exist news here not.
ACT_05218,DEAL_0734,Meeting,2025-09-03,60,No Response,Career consumer scientist choose responsibility.
ACT_05219,DEAL_0734,Call,2025-08-25,45,Negative,Yet body trial public exist price.
ACT_05220,DEAL_0734,Meeting,2026-02-01,45,Neutral,Particularly garden ready effect answer loss.
ACT_05221,DEAL_0734,Meeting,2025-09-20,45,Positive,Great agent seat second.
ACT_05222,DEAL_0735,Proposal Sent,2025-12-12,15,No Response,Military car ball discuss risk.
ACT_05223,DEAL_0735,Proposal Sent,2026-03-10,90,Neutral,My risk team everything institution personal.
ACT_05224,DEAL_0735,Proposal Sent,2026-01-29,30,Negative,Region whether only stuff.
ACT_05225,DEAL_0735,Meeting,2025-12-19,90,No Response,Former civil ever second.
ACT_05226,DEAL_0735,Meeting,2026-01-02,30,Negative,Work protect hour business change actually left.
ACT_05227,DEAL_0735,Demo,2026-01-07,45,Positive,Name on everyone include.
ACT_05228,DEAL_0736,Follow-up,2025-06-18,90,Neutral,Already green option fire member.
ACT_05229,DEAL_0736,Call,2025-07-16,30,Positive,Raise process response wonder.
ACT_05230,DEAL_0736,Proposal Sent,2025-09-05,45,No Response,Just rate meet everybody low natural best.
ACT_05231,DEAL_0736,Call,2025-05-23,90,No Response,Government local wait look.
ACT_05232,DEAL_0736,Follow-up,2025-05-14,30,Negative,Note final suggest military.
ACT_05233,DEAL_0736,Email,2025-10-10,30,Neutral,Too crime population ago none lawyer sit.
ACT_05234,DEAL_0736,Email,2025-04-02,15,No Response,Know modern around gun.
ACT_05235,DEAL_0736,Call,2025-06-23,15,Neutral,Chair information particular drive high perhaps.
ACT_05236,DEAL_0736,Email,2025-04-09,60,Positive,Record play far enough fight someone.
ACT_05237,DEAL_0736,Demo,2026-02-18,45,Negative,Same pressure physical activity popular that.
ACT_05238,DEAL_0737,Meeting,2025-04-25,30,Negative,Anyone else so vote.
ACT_05239,DEAL_0737,Follow-up,2026-01-25,60,Negative,Personal his sea catch reveal.
ACT_05240,DEAL_0737,Meeting,2025-03-29,60,Neutral,Hospital beat onto walk.
ACT_05241,DEAL_0737,Call,2026-01-26,15,Neutral,Last feeling garden realize.
ACT_05242,DEAL_0737,Email,2024-12-10,15,Negative,Response information listen change station.
ACT_05243,DEAL_0737,Meeting,2025-02-26,90,No Response,Anything cold deal result.
ACT_05244,DEAL_0737,Meeting,2025-10-10,60,Positive,Poor man road tax.
ACT_05245,DEAL_0737,Call,2025-04-07,90,Neutral,Style TV center bed.
ACT_05246,DEAL_0737,Proposal Sent,2025-10-03,15,Positive,Century technology attack husband others lot senior.
ACT_05247,DEAL_0737,Call,2025-09-30,45,Positive,Catch under relate enough Democrat claim.
